module_id,module_size,hpo_term,a_in_module_with_term,b_in_module_without_term,c_bg_with_term,d_bg_without_term,p_value,odds_ratio,freq_in_module,freq_in_bg,specificity_ratio,q_value,fdr_significant
5,26,HP:0030402,10,16,0,416,7.504339230560241e-14,inf,0.38461538461538464,0.0,384615.3846153847,2.1762583768624698e-13,True
16,10,HP:0012377,10,0,16,416,7.504339230560241e-14,inf,1.0,0.037037037037037035,27.0,2.1762583768624698e-13,True
10,23,HP:0002381,11,12,3,416,1.6380882067026176e-13,127.11111111111111,0.4782608695652174,0.007159904534606206,66.79710144927536,4.716764623555055e-13,True
10,23,HP:0001345,10,13,1,418,1.7293119050252568e-13,321.53846153846155,0.43478260869565216,0.002386634844868735,182.17391304347825,4.842073334070718e-13,True
10,23,HP:0010794,10,13,1,418,1.7293119050252568e-13,321.53846153846155,0.43478260869565216,0.002386634844868735,182.17391304347825,4.842073334070718e-13,True
10,23,HP:0012429,10,13,1,418,1.7293119050252568e-13,321.53846153846155,0.43478260869565216,0.002386634844868735,182.17391304347825,4.842073334070718e-13,True
10,23,HP:0012704,10,13,1,418,1.7293119050252568e-13,321.53846153846155,0.43478260869565216,0.002386634844868735,182.17391304347825,4.842073334070718e-13,True
10,23,HP:0012705,12,11,6,413,2.1765739562017192e-13,75.0909090909091,0.5217391304347826,0.014319809069212411,36.43478260869565,6.011489974271415e-13,True
10,23,HP:0025456,12,11,6,413,2.1765739562017192e-13,75.0909090909091,0.5217391304347826,0.014319809069212411,36.43478260869565,6.011489974271415e-13,True
11,21,HP:0100258,12,9,8,413,3.1690161763848405e-13,68.83333333333333,0.5714285714285714,0.019002375296912115,30.07142857142857,8.693382213596252e-13,True
0,63,HP:0030602,21,42,9,370,3.6839151183369503e-13,20.555555555555557,0.3333333333333333,0.023746701846965697,14.037037037037038,1.003805059090471e-12,True
10,23,HP:0001112,9,14,0,419,4.9990444412809e-13,inf,0.391304347826087,0.0,391304.347826087,1.3094271246193842e-12,True
10,23,HP:0003572,9,14,0,419,4.9990444412809e-13,inf,0.391304347826087,0.0,391304.347826087,1.3094271246193842e-12,True
10,23,HP:0003648,9,14,0,419,4.9990444412809e-13,inf,0.391304347826087,0.0,391304.347826087,1.3094271246193842e-12,True
10,23,HP:0004885,9,14,0,419,4.9990444412809e-13,inf,0.391304347826087,0.0,391304.347826087,1.3094271246193842e-12,True
10,23,HP:0011965,9,14,0,419,4.9990444412809e-13,inf,0.391304347826087,0.0,391304.347826087,1.3094271246193842e-12,True
10,23,HP:0100611,9,14,0,419,4.9990444412809e-13,inf,0.391304347826087,0.0,391304.347826087,1.3094271246193842e-12,True
15,11,HP:0030465,7,4,0,431,5.293274106370423e-13,inf,0.6363636363636364,0.0,636363.6363636364,1.368833940883052e-12,True
15,11,HP:0030620,7,4,0,431,5.293274106370423e-13,inf,0.6363636363636364,0.0,636363.6363636364,1.368833940883052e-12,True
10,23,HP:0001138,12,11,7,412,5.766635439808932e-13,64.20779220779221,0.5217391304347826,0.016706443914081145,31.22981366459627,1.4818063218749533e-12,True
10,23,HP:0012707,11,12,4,415,5.985129076391771e-13,95.10416666666667,0.4782608695652174,0.00954653937947494,50.09782608695652,1.5187265031344118e-12,True
10,23,HP:0025045,11,12,4,415,5.985129076391771e-13,95.10416666666667,0.4782608695652174,0.00954653937947494,50.09782608695652,1.5187265031344118e-12,True
10,23,HP:0001045,10,13,2,417,1.0091484251267203e-12,160.3846153846154,0.43478260869565216,0.00477326968973747,91.08695652173913,2.498257686594198e-12,True
10,23,HP:0005157,10,13,2,417,1.0091484251267203e-12,160.3846153846154,0.43478260869565216,0.00477326968973747,91.08695652173913,2.498257686594198e-12,True
10,23,HP:0012703,10,13,2,417,1.0091484251267203e-12,160.3846153846154,0.43478260869565216,0.00477326968973747,91.08695652173913,2.498257686594198e-12,True
10,23,HP:0100651,10,13,2,417,1.0091484251267203e-12,160.3846153846154,0.43478260869565216,0.00477326968973747,91.08695652173913,2.498257686594198e-12,True
10,23,HP:0002135,12,11,8,411,1.4071304852834132e-12,56.04545454545455,0.5217391304347826,0.01909307875894988,27.32608695652174,3.4623938001519136e-12,True
16,10,HP:0007730,10,0,24,408,1.8525586182902493e-12,inf,1.0,0.05555555555555555,18.0,4.530956620637597e-12,True
10,23,HP:0002922,11,12,5,414,1.865975643649247e-12,75.9,0.4782608695652174,0.011933174224343675,40.07826086956522,4.536443780368828e-12,True
5,26,HP:0003540,9,17,0,416,1.911399345195638e-12,inf,0.34615384615384615,0.0,346153.8461538462,4.619215084222792e-12,True
10,23,HP:0007924,12,11,9,410,3.2045075936316797e-12,49.696969696969695,0.5217391304347826,0.021479713603818614,24.28985507246377,7.698402858073739e-12,True
10,23,HP:0000751,10,13,3,416,4.252893418971271e-12,106.66666666666667,0.43478260869565216,0.007159904534606206,60.724637681159415,1.0097513029838222e-11,True
10,23,HP:0007067,10,13,3,416,4.252893418971271e-12,106.66666666666667,0.43478260869565216,0.007159904534606206,60.724637681159415,1.0097513029838222e-11,True
10,23,HP:0000631,9,14,1,418,4.853575711580809e-12,268.7142857142857,0.391304347826087,0.002386634844868735,163.95652173913044,1.119631669830573e-11,True
10,23,HP:0000816,9,14,1,418,4.853575711580809e-12,268.7142857142857,0.391304347826087,0.002386634844868735,163.95652173913044,1.119631669830573e-11,True
10,23,HP:0005116,9,14,1,418,4.853575711580809e-12,268.7142857142857,0.391304347826087,0.002386634844868735,163.95652173913044,1.119631669830573e-11,True
10,23,HP:0007768,9,14,1,418,4.853575711580809e-12,268.7142857142857,0.391304347826087,0.002386634844868735,163.95652173913044,1.119631669830573e-11,True
10,23,HP:0033109,9,14,1,418,4.853575711580809e-12,268.7142857142857,0.391304347826087,0.002386634844868735,163.95652173913044,1.119631669830573e-11,True
10,23,HP:0000408,11,12,6,413,5.150667804576751e-12,63.09722222222222,0.4782608695652174,0.014319809069212411,33.39855072463768,1.1617617381434227e-11,True
10,23,HP:0001730,11,12,6,413,5.150667804576751e-12,63.09722222222222,0.4782608695652174,0.014319809069212411,33.39855072463768,1.1617617381434227e-11,True
10,23,HP:0002579,11,12,6,413,5.150667804576751e-12,63.09722222222222,0.4782608695652174,0.014319809069212411,33.39855072463768,1.1617617381434227e-11,True
10,23,HP:0030895,11,12,6,413,5.150667804576751e-12,63.09722222222222,0.4782608695652174,0.014319809069212411,33.39855072463768,1.1617617381434227e-11,True
16,10,HP:0012157,7,3,2,430,6.8459178858088466e-12,501.6666666666667,0.7,0.004629629629629629,151.2,1.5356036804631997e-11,True
1,56,HP:0001258,17,39,7,379,9.276124238378262e-12,23.600732600732602,0.30357142857142855,0.018134715025906734,16.739795918367346,2.0692892531766893e-11,True
1,56,HP:0003134,18,38,9,377,9.756472337491069e-12,19.842105263157894,0.32142857142857145,0.023316062176165803,13.785714285714286,2.164550693454303e-11,True
